Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
02/05/2015 1:35,NON-CRIMINAL,LOST PROPERTY,Saturday,CENTRAL,NONE,400 Block of BROADWAY ST,-122.4050875,37.79812193
02/05/2015 1:30,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,CENTRAL,NONE,KEARNY ST / CALIFORNIA ST,-122.4044206,37.79264021
02/05/2015 1:08,ASSAULT,BATTERY,Saturday,MISSION,"ARREST, BOOKED",3900 Block of 17TH ST,-122.4346591,37.76246277
02/05/2015 1:06,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Saturday,BAYVIEW,"ARREST, BOOKED",1600 Block of TENNESSEE ST,-122.3884983,37.75084571
02/05/2015 1:05,OTHER OFFENSES,TRAFFIC VIOLATION,Saturday,MISSION,"ARREST, BOOKED",GUERRERO ST / 20TH ST,-122.4234883,37.75836507
02/05/2015 0:54,DRIVING UNDER THE INFLUENCE,DRIVING WHILE UNDER THE INFLUENCE OF DRUGS,Saturday,SOUTHERN,"ARREST, BOOKED",10TH ST / BRYANT ST,-122.4097388,37.7703482
02/05/2015 0:54,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Saturday,SOUTHERN,"ARREST, BOOKED",10TH ST / BRYANT ST,-122.4097388,37.7703482
02/05/2015 0:54,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,SOUTHERN,"ARREST, BOOKED",10TH ST / BRYANT ST,-122.4097388,37.7703482
02/05/2015 0:50,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,TENDERLOIN,NONE,200 Block of GOLDEN GATE AV,-122.4143021,37.78186332
02/05/2015 0:42,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,PARK,"ARREST, BOOKED",DIVISADERO ST / OFARRELL ST,-122.4392991,37.78244926
02/05/2015 0:30,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, UNLAWFUL ENTRY",Saturday,NORTHERN,"ARREST, BOOKED",2400 Block of GREENWICH ST,-122.4400039,37.7984811
02/05/2015 0:30,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,NORTHERN,"ARREST, BOOKED",2400 Block of GREENWICH ST,-122.4400039,37.7984811
02/05/2015 0:30,VEHICLE THEFT,STOLEN TRUCK,Saturday,NORTHERN,"ARREST, BOOKED",2400 Block of GREENWICH ST,-122.4400039,37.7984811
02/05/2015 0:30,LARCENY/THEFT,GRAND THEFT FROM PERSON,Saturday,MISSION,NONE,3100 Block of 16TH ST,-122.4236373,37.76486667
02/05/2015 0:30,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,NORTHERN,NONE,3200 Block of FILLMORE ST,-122.4360718,37.79962242
02/05/2015 0:30,OTHER OFFENSES,TRAFFIC VIOLATION,Saturday,SOUTHERN,"ARREST, BOOKED",10TH ST / HARRISON ST,-122.4112792,37.77157858
02/05/2015 0:12,DRIVING UNDER THE INFLUENCE,DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL,Saturday,SOUTHERN,"ARREST, BOOKED",400 Block of 10TH ST,-122.4105412,37.77091306
02/05/2015 0:10,ASSAULT,BATTERY,Saturday,CENTRAL,"ARREST, BOOKED",500 Block of BROADWAY ST,-122.4064606,37.79794667
02/05/2015 0:08,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Saturday,NORTHERN,NONE,PAGE ST / STEINER ST,-122.4322825,37.77282938
02/05/2015 0:01,ROBBERY,ROBBERY ON THE STREET WITH A GUN,Saturday,MISSION,NONE,2600 Block of MISSION ST,-122.4186003,37.75462559
02/05/2015 0:01,MISSING PERSON,MISSING JUVENILE,Saturday,INGLESIDE,NONE,100 Block of PERSIA AV,-122.4347643,37.72261614
02/05/2015 0:01,MISSING PERSON,FOUND PERSON,Saturday,INGLESIDE,NONE,100 Block of PERSIA AV,-122.4347643,37.72261614
02/05/2015 0:01,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Saturday,BAYVIEW,NONE,3400 Block of JENNINGS ST,-122.3962241,37.71858302
02/05/2015 0:01,FRAUD,"TRICK AND DEVICE, PETTY THEFT",Saturday,NORTHERN,"ARREST, BOOKED",700 Block of ELLIS ST,-122.4185621,37.78418471
02/05/2015 0:01,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Saturday,NORTHERN,"ARREST, BOOKED",700 Block of ELLIS ST,-122.4185621,37.78418471
02/05/2015 0:01,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Saturday,NORTHERN,"ARREST, BOOKED",700 Block of ELLIS ST,-122.4185621,37.78418471
02/05/2015 0:01,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,MISSION,NONE,500 Block of CAPP ST,-122.4179558,37.75788012
02/05/2015 0:01,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Saturday,NORTHERN,NONE,2200 Block of PINE ST,-122.4332597,37.78805511
02/05/2015 0:01,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Saturday,RICHMOND,NONE,800 Block of 46TH AV,-122.5068211,37.77245369
02/05/2015 0:01,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Saturday,TARAVAL,NONE,200 Block of STONECREST DR,-122.4741228,37.72574161
02/05/2015 0:01,VEHICLE THEFT,STOLEN MOTORCYCLE,Saturday,TENDERLOIN,NONE,HYDE ST / MCALLISTER ST,-122.415318,37.78071793
01/05/2015 23:45,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Friday,CENTRAL,NONE,1400 Block of JONES ST,-122.4148067,37.79454868
01/05/2015 23:35,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Friday,NORTHERN,NONE,2200 Block of LARKIN ST,-122.4205016,37.79838534
01/05/2015 23:30,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Friday,NORTHERN,NONE,1300 Block of LOMBARD ST,-122.4237544,37.80150331
01/05/2015 23:30,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,NORTHERN,NONE,2600 Block of LOMBARD ST,-122.4453872,37.79864571
01/05/2015 23:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,NORTHERN,NONE,AUSTIN ST / POLK ST,-122.4204025,37.78916438
01/05/2015 23:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,SOUTHERN,NONE,HARRISON ST / 10TH ST,-122.4112792,37.77157858
01/05/2015 23:11,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,TENDERLOIN,NONE,200 Block of HYDE ST,-122.4157217,37.78306799
01/05/2015 23:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,SOUTHERN,NONE,100 Block of HAWTHORNE ST,-122.397071,37.78400302
01/05/2015 23:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,MISSION,NONE,1000 Block of SHOTWELL ST,-122.4150228,37.75162723
01/05/2015 23:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,NORTHERN,NONE,1300 Block of GREENWICH ST,-122.421915,37.80078121
01/05/2015 23:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,SOUTHERN,NONE,0 Block of LAPU-LAPU ST,-122.3985613,37.78205041
01/05/2015 23:00,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Friday,SOUTHERN,NONE,0 Block of LAPU-LAPU ST,-122.3985613,37.78205041
01/05/2015 23:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,INGLESIDE,NONE,BRAZIL AV / PRAGUE ST,-122.4260217,37.72049288
01/05/2015 23:00,VEHICLE THEFT,STOLEN TRUCK,Friday,INGLESIDE,NONE,BRAZIL AV / PRAGUE ST,-122.4260217,37.72049288
01/05/2015 23:00,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Friday,BAYVIEW,NONE,3RD ST / THOMAS AV,-122.3920742,37.73085504
01/05/2015 23:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Friday,SOUTHERN,NONE,SHERMAN ST / HARRISON ST,-122.4054793,37.77616092
01/05/2015 22:50,ASSAULT,BATTERY,Friday,SOUTHERN,NONE,11TH ST / MISSION ST,-122.4171049,37.77432429
01/05/2015 22:45,ROBBERY,"ROBBERY, ARMED WITH A KNIFE",Friday,MISSION,NONE,23RD ST / BARTLETT ST,-122.4197055,37.7537707
01/05/2015 22:40,LARCENY/THEFT,GRAND THEFT FROM PERSON,Friday,SOUTHERN,NONE,500 Block of MARKET ST,-122.4018331,37.78903977
01/05/2015 22:40,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Friday,TENDERLOIN,"ARREST, BOOKED",400 Block of OFARRELL ST,-122.4117425,37.78588822
01/05/2015 22:30,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Friday,PARK,NONE,1700 Block of HAIGHT ST,-122.4512881,37.76939671
01/05/2015 22:30,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Friday,RICHMOND,NONE,400 Block of 26TH AV,-122.485806,37.78099081
01/05/2015 22:30,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,NORTHERN,NONE,1800 Block of POST ST,-122.4322303,37.78520546
01/05/2015 22:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,PARK,NONE,MCALLISTER ST / SCOTT ST,-122.4366982,37.77800629
01/05/2015 22:25,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Friday,INGLESIDE,NONE,100 Block of BRITTON ST,-122.4127414,37.7123588
01/05/2015 22:15,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,SOUTHERN,NONE,2ND ST / TOWNSEND ST,-122.3905314,37.78060708
01/05/2015 22:10,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,NORTHERN,NONE,CHURCH ST / DUBOCE AV,-122.4291288,37.76945562
01/05/2015 22:07,OTHER OFFENSES,INJURY TO TELEGRAPH/TELEPHONE LINES,Friday,TARAVAL,NONE,200 Block of HOLLOWAY AV,-122.4556437,37.72179228
01/05/2015 22:07,KIDNAPPING,FALSE IMPRISONMENT,Friday,TARAVAL,NONE,200 Block of HOLLOWAY AV,-122.4556437,37.72179228
01/05/2015 22:07,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Friday,TARAVAL,NONE,200 Block of HOLLOWAY AV,-122.4556437,37.72179228
01/05/2015 22:00,NON-CRIMINAL,LOST PROPERTY,Friday,TARAVAL,NONE,100 Block of CORONA ST,-122.466371,37.72442604
01/05/2015 22:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,SOUTHERN,NONE,700 Block of HARRISON ST,-122.3978145,37.78213725
01/05/2015 22:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Friday,BAYVIEW,"ARREST, BOOKED",INGALLS ST / LASALLE AV,-122.3814425,37.73058305
01/05/2015 21:50,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,SOUTHERN,NONE,200 Block of 8TH ST,-122.4108747,37.77556086
01/05/2015 21:45,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,RICHMOND,NONE,200 Block of 23RD AV,-122.4828704,37.78302954
01/05/2015 21:45,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,SOUTHERN,NONE,100 Block of BERRY ST,-122.3922109,37.77661445
01/05/2015 21:45,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,SOUTHERN,NONE,RAUSCH ST / FOLSOM ST,-122.4088481,37.77595259
01/05/2015 21:31,OTHER OFFENSES,RESISTING ARREST,Friday,NORTHERN,"ARREST, BOOKED",1100 Block of LAGUNA ST,-122.4274158,37.78181075
01/05/2015 21:31,NON-CRIMINAL,"STAY AWAY OR COURT ORDER, NON-DV RELATED",Friday,NORTHERN,"ARREST, BOOKED",1100 Block of LAGUNA ST,-122.4274158,37.78181075
01/05/2015 21:30,VEHICLE THEFT,STOLEN TRUCK,Friday,TARAVAL,NONE,1300 Block of 11TH AV,-122.4683157,37.76299723
01/05/2015 21:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,TARAVAL,NONE,1300 Block of 11TH AV,-122.4683157,37.76299723
01/05/2015 21:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,INGLESIDE,NONE,400 Block of HAZELWOOD AV,-122.4569712,37.73450776
01/05/2015 21:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,CENTRAL,NONE,DAVIS ST / VALLEJO ST,-122.3988861,37.79983019
01/05/2015 21:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,NORTHERN,NONE,GEARY BL / WEBSTER ST,-122.4312069,37.78456812
01/05/2015 21:30,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,SOUTHERN,NONE,4TH ST / HOWARD ST,-122.4027126,37.78325965
01/05/2015 21:19,OTHER OFFENSES,TRAFFIC VIOLATION,Friday,RICHMOND,"ARREST, BOOKED",FULTON ST / 20TH AV,-122.4788376,37.77281248
01/05/2015 21:15,ARSON,ATTEMPTED ARSON,Friday,TENDERLOIN,"ARREST, BOOKED",200 Block of MCALLISTER ST,-122.4165778,37.78061488
01/05/2015 21:15,ASSAULT,THREATS AGAINST LIFE,Friday,TENDERLOIN,"ARREST, BOOKED",200 Block of MCALLISTER ST,-122.4165778,37.78061488
01/05/2015 21:15,WEAPON LAWS,"FLAMMABLE OR EXPLOSIVE DEVICE, POSSESSION",Friday,TENDERLOIN,"ARREST, BOOKED",200 Block of MCALLISTER ST,-122.4165778,37.78061488
01/05/2015 21:00,ASSAULT,BATTERY,Friday,BAYVIEW,NONE,1000 Block of LECONTE AV,-122.3980042,37.71903318
01/05/2015 21:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Friday,NORTHERN,NONE,500 Block of HAYES ST,-122.4253943,37.77651956
01/05/2015 21:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Friday,SOUTHERN,NONE,300 Block of FREMONT ST,-122.3927612,37.78740785
01/05/2015 21:00,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Friday,TENDERLOIN,NONE,500 Block of LEAVENWORTH ST,-122.4146454,37.78606884
01/05/2015 21:00,VEHICLE THEFT,STOLEN TRUCK,Friday,MISSION,NONE,SANCHEZ ST / 16TH ST,-122.4308826,37.76437256
01/05/2015 21:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,SOUTHERN,NONE,THE EMBARCADEROSOUTH ST / BRYANT ST,-122.3880074,37.78710272
01/05/2015 20:52,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Friday,SOUTHERN,"ARREST, BOOKED",900 Block of MARKET ST,-122.4084211,37.78356994
01/05/2015 20:30,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,BAYVIEW,NONE,300 Block of TOCOLOMA AV,-122.3984531,37.71093638
01/05/2015 20:18,OTHER OFFENSES,HARASSING PHONE CALLS,Friday,NORTHERN,NONE,2200 Block of LOMBARD ST,-122.4385083,37.7994111
01/05/2015 20:15,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,TARAVAL,NONE,3200 Block of 20TH AV,-122.4756475,37.72852806
01/05/2015 20:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,TARAVAL,NONE,3200 Block of 20TH AV,-122.4756475,37.72852806
01/05/2015 20:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Friday,MISSION,NONE,3000 Block of CESAR CHAVEZ ST,-122.4100925,37.74822111
01/05/2015 20:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,SOUTHERN,NONE,800 Block of MISSION ST,-122.4053955,37.78351007
01/05/2015 20:00,ARSON,ARSON,Friday,SOUTHERN,NONE,1800 Block of MARKET ST,-122.423715,37.77178106
01/05/2015 20:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,SOUTHERN,NONE,1800 Block of MARKET ST,-122.423715,37.77178106
01/05/2015 20:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Friday,CENTRAL,NONE,700 Block of CHESTNUT ST,-122.4156992,37.80338896
01/05/2015 20:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,NORTHERN,NONE,WEBSTER ST / PACIFIC AV,-122.4330919,37.7935581
01/05/2015 20:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,TARAVAL,NONE,TARAVAL ST / 41ST AV,-122.4992601,37.74200669
01/05/2015 19:45,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Friday,MISSION,"ARREST, BOOKED",500 Block of SOUTH VAN NESS AV,-122.417477,37.76435775
01/05/2015 19:45,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,NORTHERN,NONE,LARKIN ST / MCALLISTER ST,-122.4169486,37.78046893
01/05/2015 19:45,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,CENTRAL,NONE,PINE ST / POWELL ST,-122.4089776,37.79108869
01/05/2015 19:44,ROBBERY,"ROBBERY, ARMED WITH A GUN",Friday,SOUTHERN,NONE,800 Block of MARKET ST,-122.4076335,37.78418935
01/05/2015 19:40,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Friday,SOUTHERN,"ARREST, BOOKED",800 Block of BRYANT ST,-122.4034048,37.77542071
01/05/2015 19:30,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Friday,SOUTHERN,NONE,100 Block of 4TH ST,-122.4039407,37.78430071
01/05/2015 19:30,LARCENY/THEFT,ATTEMPTED THEFT FROM LOCKED VEHICLE,Friday,BAYVIEW,NONE,CESAR CHAVEZ ST / 3RD ST,-122.3875868,37.75026529
01/05/2015 19:30,NON-CRIMINAL,FOUND PROPERTY,Friday,BAYVIEW,NONE,CESAR CHAVEZ ST / 3RD ST,-122.3875868,37.75026529
01/05/2015 19:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,BAYVIEW,NONE,ILLINOIS ST / 22ND ST,-122.3873163,37.75800217
01/05/2015 19:28,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Friday,BAYVIEW,"ARREST, BOOKED",1400 Block of NEWCOMB AV,-122.3870359,37.73360265
01/05/2015 19:28,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,Friday,BAYVIEW,"ARREST, BOOKED",1400 Block of NEWCOMB AV,-122.3870359,37.73360265
01/05/2015 19:28,DRUG/NARCOTIC,TRANSPORTATION OF METH-AMPHETAMINE,Friday,BAYVIEW,"ARREST, BOOKED",1400 Block of NEWCOMB AV,-122.3870359,37.73360265
01/05/2015 19:27,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Friday,BAYVIEW,NONE,1400 Block of NEWCOMB AV,-122.3870359,37.73360265
01/05/2015 19:15,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY",Friday,CENTRAL,NONE,400 Block of PACIFIC AV,-122.4024921,37.79750272
01/05/2015 19:11,FRAUD,DEFRAUDING AN INNKEEPER,Friday,CENTRAL,"ARREST, BOOKED",2800 Block of TAYLOR ST,-122.4159234,37.80859051
01/05/2015 19:06,FRAUD,"CREDIT CARD, THEFT BY USE OF",Friday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.4034048,37.77542071
01/05/2015 19:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,SOUTHERN,NONE,600 Block of 5TH ST,-122.3983134,37.77629354
01/05/2015 19:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Friday,TARAVAL,NONE,0 Block of YERBABUENA AV,-122.4645347,37.73770629
01/05/2015 19:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,MISSION,NONE,25TH ST / CASTRO ST,-122.4339295,37.74969519
01/05/2015 19:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,CENTRAL,NONE,MARKET ST / FRONT ST,-122.3982667,37.79171485
01/05/2015 19:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,SOUTHERN,NONE,THE EMBARCADEROSOUTH ST / HARRISON ST,-122.3884856,37.78957276
01/05/2015 18:49,ASSAULT,BATTERY,Friday,CENTRAL,NONE,900 Block of POST ST,-122.4176413,37.78717353
01/05/2015 18:45,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Friday,TENDERLOIN,NONE,500 Block of LEAVENWORTH ST,-122.4146454,37.78606884
01/05/2015 18:45,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,SOUTHERN,NONE,300 Block of 12TH ST,-122.4134314,37.77014817
01/05/2015 18:45,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,NORTHERN,NONE,VANNESS AV / MCALLISTER ST,-122.4202505,37.78007457
01/05/2015 18:40,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,PARK,NONE,2400 Block of GEARY BL,-122.4436429,37.78291837
01/05/2015 18:40,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,CENTRAL,NONE,NORTHPOINT ST / MASON ST,-122.4137895,37.80655265
01/05/2015 18:38,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,CENTRAL,"ARREST, BOOKED",SACRAMENTO ST / FRONT ST,-122.3989727,37.79428282
01/05/2015 18:30,VEHICLE THEFT,STOLEN MOTORCYCLE,Friday,PARK,NONE,1100 Block of HAIGHT ST,-122.4412045,37.77079475
01/05/2015 18:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,SOUTHERN,NONE,HARRISON ST / THE EMBARCADEROSOUTH ST,-122.3884856,37.78957276
01/05/2015 18:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,SOUTHERN,NONE,1ST ST / MISSION ST,-122.3975764,37.78976193
01/05/2015 18:27,ROBBERY,ROBBERY OF A CHAIN STORE WITH A GUN,Friday,INGLESIDE,"ARREST, BOOKED",4900 Block of MISSION ST,-122.4386951,37.71969203
01/05/2015 18:27,OTHER OFFENSES,CONSPIRACY,Friday,INGLESIDE,"ARREST, BOOKED",4900 Block of MISSION ST,-122.4386951,37.71969203
01/05/2015 18:27,STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING",Friday,INGLESIDE,"ARREST, BOOKED",4900 Block of MISSION ST,-122.4386951,37.71969203
01/05/2015 18:25,NON-CRIMINAL,FOUND PROPERTY,Friday,TENDERLOIN,NONE,EDDY ST / JONES ST,-122.4125974,37.78393203
01/05/2015 18:20,NON-CRIMINAL,LOST PROPERTY,Friday,NORTHERN,NONE,2000 Block of VANNESS AV,-122.4233107,37.79436349
01/05/2015 18:20,FRAUD,"CREDIT CARD, THEFT BY USE OF",Friday,NORTHERN,NONE,2000 Block of VANNESS AV,-122.4233107,37.79436349
01/05/2015 18:19,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Friday,CENTRAL,NONE,200 Block of CALIFORNIA ST,-122.3993705,37.79322843
01/05/2015 18:10,NON-CRIMINAL,FOUND PROPERTY,Friday,SOUTHERN,NONE,500 Block of NATOMA ST,-122.409422,37.77889424
01/05/2015 18:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,SOUTHERN,NONE,500 Block of 5TH ST,-122.3999811,37.77762424
01/05/2015 18:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,SOUTHERN,NONE,200 Block of INTERSTATE80 HY,-122.3655654,37.8096707
01/05/2015 18:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Friday,CENTRAL,NONE,700 Block of GEARY ST,-122.4156546,37.78646724
01/05/2015 18:00,LARCENY/THEFT,GRAND THEFT AUTO STRIP,Friday,TARAVAL,NONE,100 Block of MADRONE AV,-122.4680203,37.74076584
01/05/2015 18:00,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Friday,SOUTHERN,NONE,6TH ST / BRYANT ST,-122.4025276,37.77603828
01/05/2015 18:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Friday,TARAVAL,NONE,14TH AV / TARAVAL ST,-122.4702334,37.74328674
01/05/2015 18:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,NORTHERN,NONE,BUCHANAN ST / GROVE ST,-122.4281042,37.7771775
01/05/2015 18:00,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Friday,NORTHERN,NONE,BUCHANAN ST / GROVE ST,-122.4281042,37.7771775
01/05/2015 18:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,NORTHERN,NONE,POLK ST / LOMBARD ST,-122.422904,37.80155611
01/05/2015 17:52,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Friday,INGLESIDE,"ARREST, BOOKED",200 Block of TRUMBULL ST,-122.4250108,37.73087817
01/05/2015 17:50,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,RICHMOND,NONE,5700 Block of GEARY BL,-122.4810033,37.78038213
01/05/2015 17:40,LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Friday,INGLESIDE,NONE,0 Block of ADDISON ST,-122.4323983,37.73782181
01/05/2015 17:30,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Friday,CENTRAL,NONE,400 Block of BROADWAY ST,-122.4042825,37.79822493
01/05/2015 17:30,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Friday,RICHMOND,NONE,2700 Block of PACIFIC AV,-122.4405044,37.79256043
01/05/2015 17:30,LARCENY/THEFT,GRAND THEFT BICYCLE,Friday,RICHMOND,NONE,2700 Block of PACIFIC AV,-122.4405044,37.79256043
01/05/2015 17:30,STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING",Friday,SOUTHERN,NONE,MINNA ST / 6TH ST,-122.408163,37.78053454
01/05/2015 17:30,NON-CRIMINAL,FOUND PROPERTY,Friday,CENTRAL,NONE,FILBERT ST / SANSOME ST,-122.4029756,37.8021678
01/05/2015 17:30,NON-CRIMINAL,FOUND PROPERTY,Friday,BAYVIEW,NONE,SAN BRUNO AV / MANSELL ST,-122.4010737,37.72153543
01/05/2015 17:30,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,SOUTHERN,NONE,MINNA ST / 6TH ST,-122.408163,37.78053454
01/05/2015 17:30,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,TARAVAL,NONE,SKYLINEBLVD HY / JOHNMUIR DR,-122.5002204,37.71895417
01/05/2015 17:27,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,MISSION,"ARREST, BOOKED",14TH ST / JULIAN AV,-122.4212134,37.7681977
01/05/2015 17:27,WARRANTS,WARRANT ARREST,Friday,MISSION,"ARREST, BOOKED",14TH ST / JULIAN AV,-122.4212134,37.7681977
01/05/2015 17:09,NON-CRIMINAL,AIDED CASE,Friday,SOUTHERN,NONE,5TH ST / HARRISON ST,-122.4018464,37.77903241
01/05/2015 17:00,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Friday,PARK,NONE,1700 Block of HAIGHT ST,-122.4513144,37.76950461
01/05/2015 17:00,NON-CRIMINAL,FOUND PROPERTY,Friday,PARK,NONE,1700 Block of HAIGHT ST,-122.4513144,37.76950461
